Turbine identifier (GSRN),Date of original connection to grid,Capacity (kW),Rotor diameter (m),Hub height (m),Manufacture,Model,Local authority no,"Local authority
name",Type of location,Cadastral district,Cadastral no.,"X (east) coordinate
UTM 32 Euref89","Y (north) coordinate
UTM 32 Euref89",Origin of coordinates,Distribution company installation number
570715000000002168,12/10/98,750,48,45,Micon,M 750-200/48,860,Hjørring,LAND,"Smidstrup By, Sejlstrup",11h,554629.109999999,6359727.12999999,SDFE2018,0108-0568
570715000000002175,1/18/91,150,28,31,Wind World,W 2800-150,860,Hjørring,LAND,"Jonstrup By, Skt. Hans",1a,555832.75,6370366.54,SDFE2018,0201-0370
570715000000002182,1/18/91,150,28,31,Wind World,W 2800-150,860,Hjørring,LAND,"Jonstrup By, Skt. Hans",1a,555819.78,6370272.7,SDFE2018,0201-0372
570715000000002199,10/17/89,150,25,31,Wind World,W 2500-150,860,Hjørring,LAND,"Jonstrup By, Skt. Hans",2a,555445,6370526.13999999,SDFE2018,0201-0390
570715000000002205,10/17/00,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Den nordlige Del, Mygdal",25b,568341.189999999,6377776.99,SDFE2018,0202-1200
570715000000002212,3/20/00,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Den nordlige Del, Mygdal",25d,568209.979999999,6377971.41999999,SDFE2018,0202-1202
570715000000002229,3/20/00,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Den nordlige Del, Mygdal",25d,568077.9,6378165.78,SDFE2018,0202-1204
570715000000002236,3/20/00,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Den nordlige Del, Mygdal",24b,568137.54,6377660.04999999,SDFE2018,0202-1206
570715000000002243,3/15/00,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Den nordlige Del, Mygdal",21a,568005.16,6377854.63999999,SDFE2018,0202-1208
570715000000002250,3/15/00,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Den nordlige Del, Mygdal",33f,567873.219999999,6378049.32,SDFE2018,0202-1210
570715000000002281,12/9/99,500,39,37,Vestas Wind Systems A/S,V 39-500,860,Hjørring,LAND,"Asdal Hgd., Asdal",30a,563110.64,6380182.04999999,SDFE2018,0205-3204
570715000000002298,12/17/99,500,39,37,Vestas Wind Systems A/S,V 39-500,860,Hjørring,LAND,"Asdal Hgd., Asdal",30a,563277.78,6380130.71999999,SDFE2018,0205-3205
570715000000002304,12/15/99,500,39,37,Vestas Wind Systems A/S,V 39-500,860,Hjørring,LAND,"Asdal Hgd., Asdal",30ba,563149.859999999,6380011.66999999,SDFE2018,0205-3206
570715000000002311,12/15/99,500,39,37,Vestas Wind Systems A/S,V 39-500,860,Hjørring,LAND,"Asdal Hgd., Asdal",30ba,563316.77,6379960.37999999,SDFE2018,0205-3207
570715000000002328,12/9/99,500,39,37,Vestas Wind Systems A/S,V 39-500,860,Hjørring,LAND,"Asdal Hgd., Asdal",30a,563188.64,6379841.00999999,SDFE2018,0205-3208
570715000000002335,3/31/89,150,0.1,0.1,Vindsyssel,VS 150,860,Hjørring,LAND,"Skibsby By, Skt. Olai",13a,562130.29,6371671.83,SDFE2018,0206-0792
570715000000002366,3/30/94,225,27,31.5,Vestas Wind Systems A/S,V 27-225,860,Hjørring,LAND,"Grimmeshave, Astrup",2d,564434.27,6371932.95999999,SDFE2018,0206-1208
570715000000002397,7/9/80,55,14,18,Ukendt,Ukendt,860,Hjørring,LAND,"Sdr. Harritslev By, Harritslev",14a,554285.77,6364812.54999999,SDFE2018,0301-0241
570715000000002458,10/23/98,750,44,40,Micon,M 1500-750/175,860,Hjørring,LAND,"Asdal Hgd., Asdal",3a,560731.26,6379304.46999999,SDFE2018,0306-1190
570715000000002465,10/27/98,750,44,40,Micon,M 1500-750/175,860,Hjørring,LAND,"Asdal Hgd., Asdal",3u,560898.569999999,6379120.37,SDFE2018,0306-1192
570715000000002472,10/23/98,750,44,40,Micon,M 1500-750/175,860,Hjørring,LAND,"Asdal Hgd., Asdal",36k,560650.25,6379095.46999999,SDFE2018,0306-1194
570715000000002489,11/21/89,225,27,29,Danwin,DW 27-225,860,Hjørring,LAND,"Vejby By, Vejby",8c,551700.05,6362080.78,SDFE2018,0307-0076
570715000000002496,10/4/00,750,48,45,Micon,M 750-200/48,860,Hjørring,LAND,"Villerup Hgd., Skallerup",1a,552650.229999999,6369133.09999999,SDFE2018,0309-0252
570715000000002502,10/4/00,750,48,45,Micon,M 750-200/48,860,Hjørring,LAND,"Villerup Hgd., Skallerup",1s,552652.209999999,6368933.23,SDFE2018,0309-0254
570715000000002519,10/4/00,750,48,45,Micon,M 750-200/48,860,Hjørring,LAND,"Villerup Hgd., Skallerup",1a,552658.099999999,6368732.59999999,SDFE2018,0309-0256
570715000000002526,10/4/00,750,48,45,Micon,M 750-200/48,860,Hjørring,LAND,"Villerup Hgd., Skallerup",1a,552657.3,6368533.53,SDFE2018,0309-0258
570715000000002533,10/24/97,600,44,45,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Børglumkloster Hgd., Børglum",1ae,550243.39,6361537.37999999,SDFE2018,0312-0042
570715000000002540,10/24/97,600,44,45,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Børglumkloster Hgd., Børglum",1c,550306.75,6361748.16999999,SDFE2018,0312-0044
570715000000002557,10/24/97,600,44,45,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Børglumkloster Hgd., Børglum",1b,550497.959999999,6361640.04,SDFE2018,0312-0046
570715000000002564,10/24/97,600,44,45,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Børglumkloster Hgd., Børglum",1ad,550434.819999999,6361429.42999999,SDFE2018,0312-0048
570715000000002724,7/7/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Høgholt Hgd., Hørmested",1a,573045.17,6368942.08,SDFE2018,0506-0000
570715000000002731,8/21/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Høgholt Hgd., Hørmested",1a,572998.719999999,6368747.20999999,SDFE2018,0506-0002
570715000000002748,8/21/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Høgholt Hgd., Hørmested",1a,572950.829999999,6368553.54999999,SDFE2018,0506-0004
570715000000002755,10/2/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Høgholt Hgd., Hørmested",1a,572903.25,6368359.24,SDFE2018,0506-0006
570715000000002762,7/7/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Høgholt Hgd., Hørmested",1ao,572856.06,6368165.28,SDFE2018,0506-0008
570715000000002793,8/2/88,200,25,30,Vestas Wind Systems A/S,V 25-200,860,Hjørring,LAND,"Horne By, Hirtshals",124apa,556805.949999999,6382555.99,SDFE2018,0607-0010
570715000000002809,11/10/99,750,44,40,Micon,M 750-175/44 40,860,Hjørring,LAND,"Tversted By, Tversted",60c,568698.699999999,6381589.32,SDFE2018,0705-0310
570715000000002816,11/10/99,750,44,40,Micon,M 750-175/44 40,860,Hjørring,LAND,"Tversted By, Tversted",16ag,568948.76,6381589.58999999,SDFE2018,0705-0312
570715000000002823,1/3/00,750,44,40,Micon,M 750-175/44 40,860,Hjørring,LAND,"Tversted By, Tversted",20ae,569198.67,6381589.78,SDFE2018,0705-0314
570715000000002830,12/17/99,750,44,40,Micon,M 750-175/44 40,860,Hjørring,LAND,"Tversted By, Tversted",67h,569447.88,6381590.03,SDFE2018,0705-0316
570715000000002847,1/4/90,150,23,30,BONUS,150/30 kW,860,Hjørring,LAND,"Vennebjerg By, Vennebjerg",13g,550075.67,6370148.28,SDFE2018,0805-4930
570715000000002854,1/4/90,150,23,30,BONUS,150/30 kW,860,Hjørring,LAND,"Vennebjerg By, Vennebjerg",13g,550067.67,6370049.13999999,SDFE2018,0805-4932
570715000000002861,11/22/91,150,23,30,BONUS,150 - MK lll,860,Hjørring,LAND,"Vennebjerg By, Vennebjerg",16a,550048.069999999,6369950.37,SDFE2018,0805-4934
570715000000002878,11/22/91,150,23,30,BONUS,150 - MK lll,860,Hjørring,LAND,"Vennebjerg By, Vennebjerg",16a,550041.38,6369850.95999999,SDFE2018,0805-4936
570715000000002885,12/19/91,150,23,30,BONUS,150 - MK lll,860,Hjørring,LAND,"Vennebjerg By, Vennebjerg",13g,550046.4,6370251.50999999,SDFE2018,0805-4938
570715000000003158,6/10/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lendum By, Lendum",52a,575329.04,6361225.12999999,SDFE2018,1004-0183
570715000000003165,6/10/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lendum By, Lendum",55a,575542.459999999,6361415.7,SDFE2018,1004-0184
570715000000003172,6/10/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lendum By, Lendum",55a,575756.079999999,6361604.25,SDFE2018,1004-0185
570715000000003189,7/1/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lendum By, Lendum",44a,575968.219999999,6361792.67999999,SDFE2018,1004-0186
570715000000003196,7/1/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lendum By, Lendum",44a,576180.459999999,6361981.74,SDFE2018,1004-0187
570715000000003202,11/26/90,200,26,29,Wincon,W 200/26,860,Hjørring,LAND,"Lengsholm Hgd., Lendum",1bp,578248.839999999,6362457.95,SDFE2018,1005-1157
570715000000003448,9/10/91,150,28,31,Wind World,W 2800-150,860,Hjørring,LAND,"Gårdbo Sø, Tversted",32a,579070.939999999,6384530.13999999,SDFE2018,1105-2310
570715000000003455,9/10/91,150,28,31,Wind World,W 2800-150,860,Hjørring,LAND,"Gårdbo Sø, Tversted",32a,579169.68,6384357.48,SDFE2018,1105-2312
570715000000003479,2/27/87,90,17.5,22.5,Ukendt,Ukendt,860,Hjørring,LAND,"Måstrup By, Mosbjerg",10a,575994.8,6376846.37,SDFE2018,1107-1101
570715000000003493,12/9/99,600,44,40,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Sdr. Bindslev By, Bindslev",3h,569740.339999999,6376062.42999999,SDFE2018,1110-1000
570715000000003509,11/18/99,600,44,40,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Sdr. Bindslev By, Bindslev",3a,569954.28,6375993.09999999,SDFE2018,1110-1002
570715000000003516,11/18/99,600,44,40,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Sdr. Bindslev By, Bindslev",3a,569786.839999999,6375842.75999999,SDFE2018,1110-1004
570715000000003523,3/27/00,600,44,40,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Sdr. Bindslev By, Bindslev",3a,570001.29,6375773.08999999,SDFE2018,1110-1006
570715000000003530,12/23/99,600,44,40,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Sdr. Bindslev By, Bindslev",3d,569833.569999999,6375622.51999999,SDFE2018,1110-1008
570715000000003547,11/18/99,600,44,40,Vestas Wind Systems A/S,V 44-600,860,Hjørring,LAND,"Sdr. Bindslev By, Bindslev",3i,570048.069999999,6375553.07,SDFE2018,1110-1010
570715000000003615,4/2/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",111b,565806.579999999,6362526.76999999,SDFE2018,1202-3010
570715000000003622,5/12/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",111a,565986.699999999,6362438.51999999,SDFE2018,1202-3020
570715000000003639,3/30/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",40i,566166.239999999,6362350.28,SDFE2018,1202-3030
570715000000003646,3/20/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",2di,566345.54,6362262.91999999,SDFE2018,1202-3040
570715000000003653,3/20/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",39n,566525.589999999,6362174.73,SDFE2018,1202-3050
570715000000003660,4/1/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",112b,565821.16,6362327.50999999,SDFE2018,1202-3060
570715000000003677,4/8/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",113b,566000.13,6362239.12999999,SDFE2018,1202-3070
570715000000003684,4/6/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",40k,566179.64,6362151.11,SDFE2018,1202-3080
570715000000003691,4/2/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",39o,566359.579999999,6362062.91999999,SDFE2018,1202-3090
570715000000003707,9/28/98,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Tårs By, Tårs",39p,566538.709999999,6361975.16999999,SDFE2018,1202-3100
570715000000003714,11/19/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lindholt, Tårs",1a,570570.13,6358178.36,SDFE2018,1205-0000
570715000000003721,11/24/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lindholt, Tårs",1a,570837.51,6358107.16,SDFE2018,1205-0002
570715000000003738,11/19/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lindholt, Tårs",1a,570642.199999999,6357911.20999999,SDFE2018,1205-0004
570715000000003745,11/24/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Lindholt, Tårs",1b,570909.829999999,6357840.55999999,SDFE2018,1205-0006
570715000000003752,11/24/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Ronten, Tårs",1,570714.52,6357643.88999999,SDFE2018,1205-0008
570715000000003769,11/19/99,660,47,45,Vestas Wind Systems A/S,V 47-660,860,Hjørring,LAND,"Ronten, Tårs",1,570982.76,6357573.75,SDFE2018,1205-0010
570715000000003820,11/1/96,250,29,31.5,Vestas Wind Systems A/S,V 29-225,860,Hjørring,LAND,"Sørup, Tårs",12,568711.76,6359448.65,SDFE2018,1205-2020
570715000000004117,2/10/89,150,23.2,30.3,Wind World,W 2320-150,860,Hjørring,LAND,"Vollerup By, Em",9n,553944.739999999,6356404.62999999,SDFE2018,25
570715000000004124,4/27/89,200,25,30,Vestas Wind Systems A/S,V 25-200,860,Hjørring,LAND,"Vrensted by, Vrensted",17l,546986.489999999,6352573.49,SDFE2018,23102815
570715000000004643,7/1/99,750,48,45,NEG Micon,NM 48/750,860,Hjørring,LAND,"Børlumkloster Enge, Børglum",2z,549360.979999999,6355984.80999999,SDFE2018,81
570715000000004650,8/25/99,750,48,45,NEG Micon,NM 48/750,860,Hjørring,LAND,"Hjortnæs, Børglum",1c,549620.619999999,6355819.24,SDFE2018,82
570715000000004667,7/1/99,750,48,45,NEG Micon,NM 48/750,860,Hjørring,LAND,"Hjortnæs, Børglum",1a,549879.989999999,6355654.04999999,SDFE2018,85
570715000000004674,7/1/99,750,48,45,NEG Micon,NM 48/750,860,Hjørring,LAND,"Hjortnæs, Børglum",1a,550139.689999999,6355488.36,SDFE2018,83
570715000000004681,7/1/99,750,48,45,NEG Micon,NM 48/750,860,Hjørring,LAND,"Hjortnæs, Børglum",1a,550399.26,6355322.96999999,SDFE2018,84
570715000000004698,7/1/99,750,48,45,NEG Micon,NM 48/750,860,Hjørring,LAND,"Hjortnæs, Børglum",1a,550659.43,6355157.13999999,SDFE2018,86
